Rangasthalam | 9.4 | 2018 | Action, Drama | ./drama/6.jpg | India
The Hallelujah Trail | 6.7 | 1965 | Comedy, Western | ./western/369.jpg | USA
Big Fan | 6.7 | 2009 | Comedy, Crime, Drama | ./sport/325.jpg | USA
Look | 6.7 | 2007 | Comedy, Crime, Drama | ./thriller/2566.jpg | USA
The Tao of Steve | 6.7 | 2000 | Comedy, Drama, Romance | ./romance/3722.jpg | USA
Now You Know | 6.7 | 2002 | Comedy, Romance | ./romance/3724.jpg | USA
What Did You Do in the War, Daddy? | 6.7 | 1966 | Comedy, War | ./war/996.jpg | USA
You Should Meet My Son! | 6.7 | 2010 | Comedy, Romance | ./romance/3727.jpg | USA
Lost in Yonkers | 6.7 | 1993 | Comedy, Drama | ./comedy/4842.jpg | USA
Suckers | 6.7 | 2001 | Comedy | ./comedy/4844.jpg | USA
Flying Down to Rio | 6.7 | 1933 | Comedy, Musical, Romance | ./romance/3731.jpg | USA
The Cowboy and the Lady | 6.7 | 1938 | Comedy, Drama, Romance | ./western/373.jpg | USA
Primos | 6.7 | 2009 | Comedy | ./comedy/4860.jpg | USA
The Go-Getter | 6.7 | 2007 | Comedy, Drama | ./comedy/4865.jpg | USA
Schneider vs. Bax | 6.7 | 2015 | Comedy, Thriller | ./thriller/2587.jpg | Netherlands
Coupe de Ville | 6.7 | 1990 | Comedy, Drama | ./comedy/4870.jpg | USA
Summerhood | 6.7 | 2008 | Comedy, Drama, Romance | ./romance/3754.jpg | Canada, USA
Bluffmaster! | 6.7 | 2005 | Comedy, Crime, Drama | ./thriller/2589.jpg | India
A Film with Me in It | 6.7 | 2008 | Comedy, Thriller | ./thriller/2590.jpg | Ireland
Endrendrum Punnagai | 6.7 | 2013 | Comedy, Romance | ./comedy/4895.jpg | India
A Lady Takes a Chance | 6.7 | 1943 | Comedy, Romance, Western | ./western/381.jpg | USA
Some Voices | 6.7 | 2000 | Comedy, Drama | ./comedy/4902.jpg | UK
Artists and Models | 6.7 | 1955 | Comedy, Musical, Romance | ./musical/621.jpg | USA
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde | 6.7 | 1953 | Comedy, Horror, Mystery | ./sci-fi/623.jpg | USA
Phffft | 6.7 | (1953) | Comedy, Romance | ./comedy/4906.jpg | USA
Chup Chup Ke | 6.7 | 2006 | Comedy, Drama, Romance | ./romance/3785.jpg | India
Belles on Their Toes | 6.7 | 1952 | Comedy | ./comedy/4915.jpg | USA
Purely Belter | 6.7 | 2000 | Comedy, Drama | ./comedy/4916.jpg | UK
You're Never Too Young | 6.7 | 1955 | Comedy | ./comedy/4920.jpg | USA
Black Widows | 6.7 | 2016 | Comedy | ./comedy/4921.jpg | USA
Static | 5.4 | 2012 | Drama, Horror, Mystery | ./mystery/2437.jpg | USA
Merry Andrew | 6.7 | 1958 | Comedy, Musical, Romance | ./romance/3795.jpg | USA
Goa | 6.7 | 2010 | Comedy | ./comedy/4943.jpg | India
Ask Any Girl | 6.7 | 1959 | Comedy, Romance | ./romance/3811.jpg | USA
The Hucksters | 6.7 | 1947 | Drama, Comedy, Romance | ./romance/3812.jpg | USA
Week-End at the Waldorf | 6.7 | 1945 | Comedy, Drama, Musical | ./romance/3818.jpg | USA
Miss Grant Takes Richmond | 6.7 | 1949 | Comedy | ./comedy/4967.jpg | USA
Wir sind die Neuen | 6.7 | 2014 | Comedy | ./comedy/4970.jpg | Germany
The Kid from Brooklyn | 6.7 | 1946 | Comedy, Musical | ./musical/631.jpg | USA
Wilby Wonderful | 6.7 | 2004 | Comedy, Drama, Romance | ./romance/3833.jpg | Canada
Topper Takes a Trip | 6.7 | 1938 | Comedy, Fantasy, Romance | ./romance/3835.jpg | USA
Two Girls and a Sailor | 6.7 | 1944 | Musical, Comedy, Romance | ./romance/3843.jpg | USA
Spinning Boris | 6.7 | 2003 | Comedy, Drama | ./comedy/4979.jpg | USA
Yeh Dillagi | 6.7 | 1994 | Comedy, Drama, Musical | ./romance/3857.jpg | India
Star of Midnight | 6.7 | 1935 | Romance, Comedy, Mystery | ./romance/3862.jpg | USA
Style | 6.7 | 2001 | Comedy, Musical, Mystery | ./thriller/2655.jpg | India
It Had to Be You | 6.7 | 2000 | Comedy, Fantasy, Romance | ./romance/3863.jpg | USA
That Wonderful Urge | 6.7 | (1947) | Comedy, Romance | ./comedy/4997.jpg | USA
The Shawshank Redemption | 9.3 | 1994 | Crime, Drama | ./drama/9.jpg | USA
The Godfather | 9.2 | 1972 | Crime, Drama | ./drama/12.jpg | USA
The Godfather: Part II | 9.0 | 1974 | Crime, Drama | ./drama/20.jpg | USA
Pulp Fiction | 8.9 | 1994 | Crime, Drama | ./drama/28.jpg | USA
12 Angry Men | 8.9 | 1957 | Crime, Drama | ./drama/31.jpg | USA
Drishyam | 8.3 | 2015 | Crime, Drama, Mystery | ./thriller/72.jpg | India
Nayakan | 8.8 | 1987 | Crime, Drama | ./drama/48.jpg | India
Om | 8.9 | 1995 | Crime, Drama, Romance | ./romance/6.jpg | India
Udzinarta mze | 8.8 | 1992 | Drama, Crime | ./drama/65.jpg | Georgia
The Silence of the Lambs | 8.6 | 1991 | Crime, Drama, Thriller | ./thriller/16.jpg | USA
Se7en | 8.6 | 1995 | Crime, Drama, Mystery | ./thriller/17.jpg | USA
The Usual Suspects | 8.6 | 1995 | Crime, Mystery, Thriller | ./thriller/18.jpg | USA, Germany
Visaaranai | 8.6 | (2015) | Crime, Drama, Thriller | ./crime/26.jpg | India
Mahanadi | 8.6 | 1993 | Crime, Drama | ./drama/118.jpg | India
The Green Mile | 8.5 | 1999 | Crime, Drama, Fantasy | ./mystery/14.jpg | USA
The Departed | 8.5 | 2006 | Crime, Drama, Thriller | ./thriller/29.jpg | USA, Hong Kong
American History X | 8.5 | 1998 | Crime, Drama | ./drama/142.jpg | USA
Once Upon a Time in America | 8.4 | 1984 | Crime, Drama | ./drama/200.jpg | Italy, USA
M | 6.9 | 1931 | Drama, Film-Noir, Thriller | ./thriller/2020.jpg | Germany
Witness for the Prosecution | 8.4 | 1957 | Crime, Drama, Mystery | ./thriller/51.jpg | USA
Taxi Driver | 8.3 | 1976 | Crime, Drama | ./drama/269.jpg | USA
A Clockwork Orange | 8.3 | 1971 | Crime, Drama, Sci-Fi | ./sci-fi/17.jpg | UK, USA
Reservoir Dogs | 8.3 | 1992 | Crime, Drama, Thriller | ./thriller/66.jpg | USA
To Kill a Mockingbird | 8.3 | 1962 | Crime, Drama | ./drama/275.jpg | USA
L.A. Confidential | 8.3 | 1997 | Crime, Drama, Mystery | ./thriller/67.jpg | USA
Double Indemnity | 8.3 | 1944 | Crime, Drama, Film-Noir | ./thriller/68.jpg | USA
Talvar | 8.3 | 2015 | Crime, Drama, Mystery | ./thriller/71.jpg | India
Vazhakku Enn 18/9 | 8.3 | 2012 | Crime, Drama, Thriller | ./thriller/77.jpg | India, Sri Lanka
Watermark | 8.3 | 2003 | Crime, Drama, Mystery | ./thriller/81.jpg | Australia
Casino | 8.2 | 1995 | Crime, Drama | ./drama/393.jpg | France, USA
Heat | 8.2 | 1995 | Crime, Drama, Thriller | ./thriller/86.jpg | USA
On the Waterfront | 8.2 | 1954 | Crime, Drama, Thriller | ./thriller/88.jpg | USA
Dial M for Murder | 8.2 | 1954 | Crime, Film-Noir, Thriller | ./thriller/94.jpg | USA
A Wednesday | 8.2 | (2012) | Crime, Drama, Mystery | ./crime/90.jpg | India
Maqbool | 8.2 | 2003 | Crime, Drama | ./drama/469.jpg | India
Udaan | 8.2 | 2010 | Crime, Drama | ./drama/486.jpg | India
Ardh Satya | 8.2 | 1983 | Crime, Drama | ./crime/107.jpg | India
Gone Girl | 8.1 | 2014 | Crime, Drama, Mystery | ./thriller/132.jpg | USA
Prisoners | 8.1 | 2013 | Crime, Drama, Mystery | ./thriller/133.jpg | USA
No Country for Old Men | 8.1 | 2007 | Crime, Drama, Thriller | ./thriller/135.jpg | USA
Spotlight | 8.1 | 2015 | Crime, Drama, History | ./history/56.jpg | USA
Cool Hand Luke | 8.1 | 1967 | Crime, Drama | ./crime/118.jpg | USA
Paper Moon | 8.1 | 1973 | Comedy, Crime, Drama | ./drama/624.jpg | USA
Touch of Evil | 8.1 | (1973) | Crime, Drama, Film-Noir | ./crime/127.jpg | USA
Anatomy of a Murder | 8.1 | 1959 | Crime, Drama, Mystery | ./thriller/153.jpg | USA
Out of the Past | 8.1 | 1947 | Crime, Drama, Film-Noir | ./thriller/159.jpg | USA
Ugly | 8.1 | 2013 | Crime, Drama, Mystery | ./thriller/160.jpg | India
Gulaal | 8.1 | 2009 | Crime, Drama, Thriller | ./thriller/164.jpg | India
I Am a Fugitive from a Chain Gang | 8.1 | 1932 | Crime, Drama, Film-Noir | ./drama/742.jpg | USA
Unnaipol Oruvan | 8.1 | 2009 | Crime, Drama, Thriller | ./thriller/176.jpg | India
O drakos | 8.1 | (2009) | Crime, Drama | ./crime/154.jpg | Greece
Przesluchanie | 8.1 | 2010 | Crime, Drama, Thriller | ./thriller/182.jpg | Poland
Left Right Left | 8.1 | 2013 | Crime, Drama | ./drama/799.jpg | India
Sathuranga Vettai | 8.1 | 2014 | Crime, Thriller | ./thriller/187.jpg | India
Sin City | 8.0 | 2005 | Crime, Thriller | ./thriller/196.jpg | USA
Mystic River | 8.0 | 2003 | Crime, Drama, Mystery | ./thriller/203.jpg | USA, Australia
Dogville | 8.0 | 2003 | Crime, Drama | ./drama/894.jpg | Netherlands, Denmark, UK, France, Finland, Sweden, Germany, Italy, Norway
Rope | 8.0 | 1948 | Crime, Drama, Mystery | ./thriller/213.jpg | USA
In the Heat of the Night | 8.0 | 1967 | Crime, Drama, Mystery | ./thriller/215.jpg | USA
The Big Sleep | 5.9 | 1946 | Crime, Drama, Mystery | ./thriller/4872.jpg | USA
Strangers on a Train | 8.0 | 1951 | Crime, Film-Noir, Thriller | ./thriller/220.jpg | USA
The Night of the Hunter | 8.0 | 1955 | Crime, Drama, Film-Noir | ./thriller/222.jpg | USA
In Cold Blood | 8.0 | 1967 | Biography, Crime, Drama | ./history/84.jpg | USA
Mildred Pierce | 8.0 | 1945 | Crime, Drama, Film-Noir | ./romance/250.jpg | USA
The Big Heat | 8.0 | 1953 | Crime, Film-Noir, Thriller | ./thriller/231.jpg | USA
Angels with Dirty Faces | 8.0 | 1938 | Crime, Drama, Film-Noir | ./thriller/235.jpg | USA
Night and the City | 8.0 | 1950 | Crime, Film-Noir, Mystery | ./thriller/238.jpg | UK, USA
Hey Ram | 8.0 | 2000 | Crime, Drama, History | ./history/96.jpg | India
Brat | 8.0 | (2000) | Crime, Drama, Romance | ./crime/197.jpg | Japan
Vaastav: The Reality | 8.0 | 1999 | Action, Crime, Drama | ./thriller/242.jpg | India
Jewel Thief | 8.0 | 1967 | Crime, Drama, Musical | ./thriller/246.jpg | India
Yutham Sei | 8.0 | 2011 | Crime, Drama, Mystery | ./thriller/248.jpg | India
Kaakha..Kaakha: The Police | 8.0 | 2003 | Action, Crime, Drama | ./thriller/261.jpg | India
Confession | 8.0 | 1937 | Crime, Drama, Romance | ./romance/326.jpg | USA
True Romance | 7.9 | 1993 | Crime, Drama, Romance | ./thriller/265.jpg | USA, France
The Untouchables | 7.9 | 1987 | Crime, Drama, Thriller | ./thriller/272.jpg | USA
Carlito's Way | 7.9 | 1993 | Crime, Drama, Thriller | ./thriller/274.jpg | USA
Badlands | 7.9 | 1973 | Crime, Drama | ./drama/1215.jpg | USA
Once Were Warriors | 7.9 | 1994 | Crime, Drama | ./drama/1230.jpg | New Zealand
The Asphalt Jungle | 7.9 | 1950 | Crime, Drama, Film-Noir | ./thriller/290.jpg | USA
Bang Bang You're Dead | 7.9 | 2002 | Crime, Drama, Thriller | ./thriller/298.jpg | USA, Canada
Johnny Gaddaar | 7.9 | 2007 | Crime, Drama, Mystery | ./thriller/305.jpg | India
Damini | 7.9 | 1993 | Crime, Drama | ./crime/257.jpg | India
Seance on a Wet Afternoon | 7.9 | 1964 | Crime, Drama | ./drama/1371.jpg | UK
Mavi Boncuk | 7.9 | (2006) | Comedy, Crime, Drama | ./crime/272.jpg | Turkey
Loot | 7.9 | 2012 | Crime, Drama, Thriller | ./thriller/339.jpg | Nepal
Chakravarthy | 7.9 | 2017 | Crime | ./crime/275.jpg | India
Wind River | 7.8 | 2017 | Crime, Drama, Mystery | ./thriller/341.jpg | UK, Canada, USA
The Hateful Eight | 7.8 | 2015 | Crime, Drama, Mystery | ./western/27.jpg | USA
Ocean's Eleven | 6.6 | 2001 | Comedy, Crime, Music | ./thriller/2749.jpg | USA
Crash | 7.8 | 2004 | Crime, Drama, Thriller | ./thriller/349.jpg | USA, Germany
A Bronx Tale | 7.8 | 1993 | Crime, Drama | ./drama/1533.jpg | USA
American Gangster | 7.8 | 2007 | Biography, Crime, Drama | ./thriller/354.jpg | USA, UK
Misery | 7.8 | 1990 | Crime, Drama, Thriller | ./thriller/356.jpg | USA
Boyz n the Hood | 7.8 | 1991 | Crime, Drama | ./drama/1547.jpg | USA
Donnie Brasco | 7.8 | 1997 | Biography, Crime, Drama | ./drama/1549.jpg | USA
Mississippi Burning | 7.8 | 1988 | Crime, Drama, History | ./thriller/366.jpg | USA
Lucky Number Slevin | 7.8 | 2006 | Crime, Drama, Mystery | ./thriller/368.jpg | Germany, UK, USA, Canada
Miller's Crossing | 7.8 | 1990 | Crime, Drama, Thriller | ./thriller/372.jpg | USA
The Day of the Jackal | 7.8 | 1973 | Crime, Drama, Thriller | ./thriller/373.jpg | UK, France
Gaslight | 7.4 | 1944 | Thriller | ./thriller/929.jpg | USA
The Killers | 7.1 | 1946 | Crime, Drama, Mystery | ./thriller/1541.jpg | USA
Bad Day at Black Rock | 7.8 | 1955 | Crime, Drama, Mystery | ./western/34.jpg | USA
The Woman in the Window | 7.8 | 1944 | Crime, Drama, Film-Noir | ./thriller/399.jpg | USA
Pickup on South Street | 7.8 | 1953 | Crime, Film-Noir, Thriller | ./thriller/403.jpg | USA
Whistle Down the Wind | 7.8 | 1961 | Crime, Drama | ./drama/1707.jpg | UK
Bob le flambeur | 7.8 | (1961) | Crime, Drama, Thriller | ./crime/328.jpg | France
Aamir | 7.8 | 2008 | Crime, Drama, Thriller | ./thriller/408.jpg | India
Odd Man Out | 7.8 | 1947 | Crime, Drama, Film-Noir | ./thriller/409.jpg | UK
Y.M.I. Yeh Mera India | 7.8 | 2008 | Crime, Drama, Thriller | ./thriller/411.jpg | India
The Set-Up | 7.8 | 1949 | Crime, Film-Noir, Sport | ./sport/41.jpg | USA
The Incident | 7.8 | (1949) | Crime, Drama, Thriller | ./crime/337.jpg | USA
Karakter | 7.8 | 1971 | Crime, Drama, Mystery | ./mystery/186.jpg | Netherlands
Ossessione | 7.8 | 1943 | Crime, Drama, Romance | ./romance/536.jpg | Italy
Kuttrame Thandanai | 7.8 | 2016 | Crime, Drama, Mystery | ./mystery/191.jpg | India
Thegidi | 7.8 | 2014 | Crime, Mystery, Thriller | ./thriller/422.jpg | India
Violence | 7.8 | 2015 | Crime, Thriller | ./thriller/433.jpg | UK
Gheisar | 7.8 | 1969 | Crime, Drama | ./drama/1933.jpg | Iran
No: 20 Madras Mail | 7.8 | 1990 | Comedy, Crime, Drama | ./thriller/442.jpg | India
Zodiac | 7.7 | 2007 | Crime, Drama, History | ./thriller/449.jpg | USA
Training Day | 7.7 | 2001 | Crime, Drama, Thriller | ./thriller/455.jpg | USA, Australia
Dead Man's Shoes | 7.7 | 2004 | Crime, Drama, Thriller | ./thriller/459.jpg | UK
Primal Fear | 7.7 | 1996 | Crime, Drama, Mystery | ./thriller/460.jpg | USA
Gone Baby Gone | 7.7 | 2007 | Crime, Drama, Mystery | ./thriller/462.jpg | USA
Eastern Promises | 7.7 | 2007 | Crime, Drama, Mystery | ./thriller/463.jpg | UK, Canada, USA
Road to Perdition | 7.7 | 2002 | Crime, Drama, Thriller | ./thriller/465.jpg | USA
This Is England | 7.7 | 2006 | Crime, Drama | ./drama/2036.jpg | UK
Blood Simple. | 7.7 | 1984 | Crime, Drama, Thriller | ./thriller/472.jpg | USA
The Long Good Friday | 7.7 | 1980 | Crime, Drama, Mystery | ./thriller/480.jpg | UK
Hush...Hush, Sweet Charlotte | 7.7 | 1964 | Crime, Drama, Mystery | ./thriller/486.jpg | USA
Running on Empty | 7.7 | 1988 | Crime, Drama, Music | ./romance/651.jpg | USA
The Lady from Shanghai | 7.7 | 1947 | Crime, Drama, Film-Noir | ./thriller/487.jpg | USA
Pierrot le fou | 7.7 | (1947) | Crime, Drama, Romance | ./crime/401.jpg | France, Italy
Kiss Me Deadly | 7.7 | 1955 | Crime, Film-Noir, Mystery | ./thriller/489.jpg | USA
Gun Crazy | 7.7 | 1950 | Crime, Drama, Film-Noir | ./thriller/491.jpg | USA
The Defiant Ones | 7.7 | 1958 | Crime, Drama | ./drama/2111.jpg | USA
The Public Enemy | 7.7 | (1958) | Crime, Drama | ./crime/405.jpg | USA
Vera Drake | 7.7 | 2004 | Crime, Drama | ./drama/2135.jpg | UK, France
Sarkar | 7.7 | 2005 | Crime, Drama | ./drama/2154.jpg | India
The Letter | 7.7 | 1940 | Crime, Drama, Film-Noir | ./romance/691.jpg | USA
The Big Clock | 7.7 | 1948 | Crime, Drama, Film-Noir | ./thriller/505.jpg | USA
The Lavender Hill Mob | 7.7 | 1951 | Comedy, Crime | ./crime/416.jpg | UK
Caged | 7.7 | 1950 | Crime, Drama, Film-Noir | ./drama/2236.jpg | USA
12 | 7.7 | 2007 | Crime, Drama, Thriller | ./war/263.jpg | Russia
Chandni Bar | 7.7 | 2001 | Crime, Drama | ./drama/2288.jpg | India
Brute Force | 7.7 | 1947 | Crime, Drama, Film-Noir | ./thriller/525.jpg | USA
Haasil | 7.7 | 2003 | Crime, Drama, Romance | ./romance/745.jpg | India
The Docks of New York | 7.7 | 1928 | Crime, Drama, Film-Noir | ./romance/749.jpg | USA
Street Lights | 7.7 | 2013 | Crime, Thriller | ./thriller/529.jpg | USA
Intruder in the Dust | 7.7 | 1949 | Crime, Drama | ./drama/2344.jpg | USA
Raakh | 7.7 | 1989 | Crime, Drama, Thriller | ./thriller/534.jpg | India
Vor | 7.7 | (1989) | Crime, Drama | ./crime/453.jpg | Germany
Naam | 7.7 | 1986 | Crime, Drama, Thriller | ./thriller/545.jpg | India
Charlie Chan's Murder Cruise | 7.7 | (1940) | Comedy, Crime, Mystery | ./crime/463.jpg | USA
Paleri Manikyam: Oru Pathirakolapathakathinte Katha | 7.7 | 2009 | Crime, Drama, History | ./mystery/249.jpg | India
Chambaili | 7.7 | 2013 | Crime, Drama, Thriller | ./thriller/561.jpg | Pakistan
Hell or High Water | 7.6 | 2016 | Crime, Drama, Thriller | ./western/57.jpg | USA
West Side Story | 7.6 | 1961 | Crime, Drama, Musical | ./romance/824.jpg | USA
American Psycho | 7.6 | 2000 | Crime, Drama | ./drama/2523.jpg | USA
The Town | 7.6 | 2010 | Crime, Drama, Thriller | ./thriller/568.jpg | USA
The Godfather: Part III | 7.6 | 1990 | Crime, Drama | ./drama/2525.jpg | USA
Inside Man | 7.6 | 2006 | Crime, Drama, Mystery | ./thriller/573.jpg | USA
Saw | 7.6 | 2004 | Crime, Horror, Mystery | ./thriller/574.jpg | USA
Lolita | 6.9 | 1962 | Drama, Romance | ./romance/2839.jpg | UK, USA
Sleepers | 7.6 | 1996 | Crime, Drama, Thriller | ./thriller/583.jpg | USA
Falling Down | 7.6 | 1993 | Crime, Drama, Thriller | ./thriller/592.jpg | France, USA, UK
Lord of War | 7.6 | 2005 | Crime, Drama, Thriller | ./thriller/594.jpg | USA, Germany, France
Funny Games | 6.5 | 2007 | Crime, Drama, Horror | ./thriller/3005.jpg | USA, France, UK, Austria, Germany, Italy
The Life of David Gale | 7.6 | 2003 | Crime, Drama, Thriller | ./thriller/599.jpg | USA, Germany, UK
Following | 7.6 | 1998 | Crime, Mystery, Thriller | ./thriller/604.jpg | UK
The Man Who Wasn't There | 7.6 | 2001 | Crime, Drama | ./drama/2589.jpg | USA, UK
The Cook, the Thief, His Wife & Her Lover | 7.6 | 1989 | Crime, Drama | ./drama/2592.jpg | Netherlands, UK, France
Green for Danger | 7.6 | 1947 | Crime, Mystery, Thriller | ./thriller/622.jpg | UK
Scum | 7.6 | 1979 | Crime, Drama | ./drama/2669.jpg | UK
Murder, My Sweet | 7.6 | 1944 | Crime, Drama, Film-Noir | ./thriller/636.jpg | USA
Detective Story | 7.6 | 1951 | Crime, Drama, Film-Noir | ./romance/892.jpg | USA
Prince of the City | 7.6 | 1981 | Crime, Drama | ./drama/2706.jpg | USA
The Desperate Hours | 7.6 | 1955 | Crime, Drama, Film-Noir | ./thriller/641.jpg | USA
The Naked City | 7.6 | 1948 | Crime, Drama, Film-Noir | ./thriller/643.jpg | USA
They Live by Night | 7.6 | 1948 | Crime, Film-Noir, Romance | ./romance/899.jpg | USA
Fresh | 7.6 | 1994 | Crime, Drama, Thriller | ./thriller/646.jpg | USA, France
The Friends of Eddie Coyle | 7.6 | 1973 | Crime, Drama | ./drama/2730.jpg | USA
Criss Cross | 7.6 | 1949 | Crime, Drama, Film-Noir | ./thriller/652.jpg | USA
Where the Sidewalk Ends | 7.6 | 1950 | Crime, Drama, Film-Noir | ./drama/2802.jpg | USA
U Turn | 6.8 | 1997 | Crime, Drama, Thriller | ./thriller/2208.jpg | France, USA
Blast of Silence | 7.6 | 1961 | Crime, Drama, Thriller | ./thriller/664.jpg | USA
Ek Hasina Thi | 7.6 | 2004 | Crime, Drama, Mystery | ./thriller/680.jpg | India
Eeram | 7.6 | 2009 | Crime, Music, Mystery | ./thriller/686.jpg | India
Charlie Chan at the Race Track | 7.6 | 1936 | Comedy, Crime, Mystery | ./thriller/696.jpg | USA
Nocturnal Animals | 7.5 | 2016 | Crime, Drama, Romance | ./thriller/715.jpg | USA
Gangs of New York | 7.5 | 2002 | Crime, Drama | ./drama/3146.jpg | USA, Italy
Jackie Brown | 7.5 | 1997 | Crime, Drama, Thriller | ./thriller/723.jpg | USA
Collateral | 7.5 | 2004 | Crime, Drama, Thriller | ./thriller/729.jpg | USA
Hooligans | 7.5 | 2004 | Crime, Drama | ./drama/3179.jpg | Canada, Ireland
A History of Violence | 7.5 | 2005 | Crime, Drama, Thriller | ./thriller/733.jpg | USA, Germany, Canada
Dead Man Walking | 7.5 | 1995 | Crime, Drama | ./drama/3194.jpg | UK, USA
A Perfect World | 7.5 | 1993 | Crime, Drama, Thriller | ./thriller/738.jpg | USA
Menace II Society | 7.5 | 1993 | Crime, Drama, Thriller | ./thriller/739.jpg | USA
Straw Dogs | 7.5 | 1971 | Crime, Drama, Thriller | ./thriller/741.jpg | UK, USA
Marathon Man | 7.5 | 1976 | Crime, Thriller | ./thriller/746.jpg | USA
Felon | 7.5 | 2008 | Crime, Drama | ./drama/3225.jpg | USA
A Simple Plan | 7.5 | 1998 | Crime, Drama, Thriller | ./thriller/748.jpg | UK, Germany, France, USA, Japan
The Bad Seed | 7.5 | 1956 | Crime, Drama, Horror | ./thriller/754.jpg | USA
Over the Edge | 7.5 | 1979 | Crime, Drama | ./drama/3264.jpg | USA
The Postman Always Rings Twice | 6.6 | 1981 | Crime, Drama, Thriller | ./thriller/2756.jpg | USA, West Germany
The Killing of a Chinese Bookie | 7.5 | 1976 | Crime, Drama, Thriller | ./thriller/761.jpg | USA
Sweet Sixteen | 7.5 | 2002 | Crime, Drama | ./drama/3307.jpg | UK, Germany, Spain
The Man with the Golden Arm | 7.5 | 1955 | Crime, Drama, Film-Noir | ./romance/1113.jpg | USA
Paradise Now | 7.5 | 2005 | Crime, Drama, Thriller | ./war/371.jpg | Palestine, France, Germany, Netherlands, Israel
The Breaking Point | 7.5 | 1950 | Crime, Drama, Film-Noir | ./thriller/777.jpg | USA
The Pearl of Death | 7.5 | 1944 | Crime, Drama, Film-Noir | ./thriller/781.jpg | USA
L'argent | 7.5 | (1944) | Crime, Drama | ./crime/671.jpg | France, Switzerland
The Informer | 7.5 | 1935 | Crime, Drama | ./drama/3396.jpg | USA
Sicilian Vampire | 7.5 | 2015 | Crime, Drama, Horror | ./thriller/789.jpg | Canada
An Inspector Calls | 7.5 | 2015 | Crime, Drama, Mystery | ./mystery/358.jpg | UK
Yellow Sky | 7.5 | 1948 | Crime, Western | ./western/83.jpg | USA
This Gun for Hire | 7.5 | 1942 | Crime, Drama, Film-Noir | ./thriller/791.jpg | USA
The Scarlet Claw | 7.5 | 1944 | Crime, Film-Noir, Mystery | ./thriller/796.jpg | USA
The House of Fear | 7.5 | 1945 | Crime, Film-Noir, Mystery | ./thriller/798.jpg | USA
Underworld U.S.A. | 7.5 | 1961 | Crime, Drama, Thriller | ./thriller/799.jpg | USA
Salvatore Giuliano | 7.5 | 1962 | Crime, Drama, History | ./mystery/368.jpg | Italy
Naan | 7.5 | 2012 | Crime, Drama, Thriller | ./thriller/806.jpg | India
Yeh Saali Zindagi | 7.5 | 2011 | Crime, Drama, Thriller | ./thriller/808.jpg | India
The Penalty | 7.5 | 1920 | Crime, Drama, Horror | ./thriller/809.jpg | USA
Charlie Chan's Secret | 7.5 | 1936 | Comedy, Crime, Horror | ./thriller/835.jpg | USA
Anukshanam | 7.5 | 2014 | Crime, Thriller | ./thriller/839.jpg | India
Rowdy | 7.5 | 2014 | Crime, Drama | ./drama/3702.jpg | India
Game Night | 7.4 | 2018 | Comedy, Crime, Mystery | ./thriller/846.jpg | USA
Patriots Day | 7.4 | 2016 | Crime, Drama, History | ./thriller/848.jpg | Hong Kong, USA
Detroit | 7.4 | 2017 | Crime, Drama, Thriller | ./thriller/849.jpg | USA
